"tconst","parentTconst","primaryTitle","seasonNumber","episodeNumber","startYear","averageRating","numVotes"
"tt7653964","tt2215842","The Jackdaw's Revenge","6","2","2018","7.8","436"
"tt7665614","tt7526498","The Chameleon's Dish","1","8","2018","7.4","360"
"tt7693536","tt2215842","The Angel of Mercy","6","4","2018","7.5","403"
"tt7693540","tt2215842","The Face of the Enemy","6","5","2018","8.1","439"
"tt7693544","tt2215842","The Devil You Know","6","6","2018","8.0","414"
"tt7693546","tt2215842","The Dance of Death","6","7","2018","7.2","399"
"tt7693554","tt2215842","The Cat of Mastigatus","6","8","2018","7.5","364"
"tt7693556","tt2215842","The Flower of the Fairway","6","9","2018","7.3","390"
"tt7693564","tt2215842","The Two Deaths of Hercule Flambeau","6","10","2018","8.2","411"
"tt7693570","tt7526498","The Rascal Cook","1","9","2018","7.4","354"
"tt7693572","tt7526498","Ill Met by Moonlight","1","10","2018","7.7","367"
"tt7956184","tt1888075","Episode 1","8","1","2019","7.6","636"
"tt8146802","tt2701582","Pylon","6","1","2019","8.5","1358"
"tt8253346","tt7526498","Outrageous Fortune","2","1","2019","7.5","388"
"tt8700002","tt2701582","Apollo","6","2","2019","7.9","1205"
"tt8700016","tt2701582","Confection","6","3","2019","8.1","1171"
"tt8700024","tt2701582","Degüello","6","4","2019","9.2","1738"
"tt9168236","tt7526498","The Play's the Thing","2","2","2019","7.2","361"
"tt9168240","tt7526498","This Cursed Hand","2","3","2019","7.2","352"
"tt9168244","tt7526498","Beware the Ides of March","2","4","2019","7.1","338"
"tt9168246","tt7526498","No More Cakes and Ale","2","5","2019","7.5","329"
"tt9168248","tt7526498","The Offered Fallacy","2","6","2019","7.6","340"
"tt9474846","tt2215842","The Great Train Robbery","7","1","2019","8.1","513"
"tt9474850","tt2215842","The Passing Bell","7","2","2019","7.3","437"
"tt9474852","tt2215842","The Whistle in the Dark","7","3","2019","7.5","416"
"tt9474858","tt2215842","The Demise of the Debutante","7","4","2019","7.1","436"
"tt9474864","tt2215842","The Darkest Noon","7","5","2019","7.7","404"
"tt9508808","tt1888075","Episode 2","8","2","2019","7.2","618"
"tt9508820","tt1888075","Episode 3","8","3","2019","7.3","571"
"tt9508838","tt1888075","Episode 4","8","4","2019","7.5","581"
"tt9510362","tt1888075","Episode 5","8","5","2019","8.0","628"
"tt9510366","tt1888075","Episode 6","8","6","2019","8.0","632"
"tt9510368","tt1888075","Episode 7","8","7","2019","7.5","575"
"tt9510372","tt1888075","Episode 8","8","8","2019","7.8","562"
"tt9553100","tt2215842","The Sacrifice of Tantalus","7","6","2019","8.2","423"
"tt9553102","tt2215842","The House of God","7","7","2019","7.3","372"
"tt9553110","tt2215842","The Blood of the Anarchists","7","8","2019","6.8","395"
"tt9600604","tt2215842","The Skylark Scandal","7","9","2019","7.2","354"
"tt9600668","tt2215842","The Honourable Thief","7","10","2019","8.3","410"
"tt9772468","tt2396135","Episode #5.1","5","1","2019","7.9","768"
"tt9784100","tt2396135","Episode #5.4","5","4","2019","7.8","617"
"tt9788198","tt2396135","Episode #5.5","5","5","2019","7.8","608"
"tt9788224","tt2396135","Episode #5.6","5","6","2019","8.1","656"
"tt9816612","tt2396135","Episode #5.2","5","2","2019","7.8","642"
"tt9816994","tt7526498","Nothing Will Come of Nothing","2","7","2019","7.1","328"
"tt9817092","tt7526498","In My Memory Lock'd","2","8","2019","7.7","307"
"tt9823936","tt2396135","Episode #5.3","5","3","2019","7.8","624"
"tt9839640","tt7526498","The Envious Court","2","9","2019","7.7","292"
"tt9839644","tt7526498","Too Cold for Hell","2","10","2019","8.0","335"
"tt9861392","tt1888075","Episode 1","9","1","2020","7.3","614"
"tt9861394","tt1888075","Episode 1","10","1","2021","7.3","607"
"tt9878010","tt2701582","Oracle","7","1","2020","8.0","1245"
"tt3476_00_09","tt0092379","The Last Morse","0","9","","",""
"tt764_00_01","tt0118401","Midsomer Murders 20th Anniversary Special","0","1","2019","",""
"tt13335_00_01","tt0362357","Pilot","0","1","2003","",""
"tt13335_00_02","tt0362357","Season 6: Features, Behind The Scenes","0","2","","",""
"tt13335_00_03","tt0362357","Outtakes","0","3","","",""
"tt13335_00_04","tt0362357","Season 7: Behind the Scenes Where There's Smoke","0","4","","",""
"tt13335_00_05","tt0362357","Season 8: Features, Behind The Scenes","0","5","","",""
"tt13335_00_06","tt0362357","Season 9: Episode 10 'The Day of the Stunt'","0","6","","",""
"tt13335_00_07","tt0362357","Season 9: New Cop on the Block","0","7","","",""
"tt13335_00_08","tt0362357","Season 10: Behind the Scenes","0","8","","",""
"tt13335_00_09","tt0362357","Season 10: New Tricks in Gibraltar","0","9","","",""
"tt13335_00_10","tt0362357","Season 11: New Team","0","10","","",""
"tt13335_00_11","tt0362357","Season 12: Top Ten Moments","0","11","","",""
"tt13335_00_12","tt0362357","Season 3: Behind the Scenes","0","12","","",""
"tt13335_00_13","tt0362357","Season 5: Behind the Scenes","0","13","","",""
"tt16835_01_01","tt0820430","Arrival","1","1","1977","",""
"tt16835_01_02","tt0820430","Hiccups","1","2","1977","",""
"tt16835_01_03","tt0820430","Hooter","1","3","1977","",""
"tt16835_01_04","tt0820430","Glue","1","4","1977","",""
"tt16835_01_05","tt0820430","Kites","1","5","1977","",""
"tt16835_01_06","tt0820430","Tennis","1","6","1977","",""
"tt16835_01_07","tt0820430","Sculptor","1","7","1977","",""
"tt16835_01_08","tt0820430","Skating","1","8","1977","",""
"tt16835_01_09","tt0820430","Umbrellas","1","9","1977","",""
"tt16835_01_10","tt0820430","Swing","1","10","1977","",""
"tt16835_01_11","tt0820430","Bubbles","1","11","1977","",""
"tt16835_01_12","tt0820430","Clock","1","12","1977","",""
"tt16835_01_13","tt0820430","Ball","1","13","1977","",""
"tt16835_01_14","tt0820430","Coin","1","14","1977","",""
"tt16835_01_15","tt0820430","Yo-Yo","1","15","1977","",""
"tt16835_01_16","tt0820430","Photographer","1","16","1977","",""
"tt16835_01_17","tt0820430","Christmas","1","17","1977","",""
"tt16835_01_18","tt0820430","Architect","1","18","1977","",""
"tt16835_01_19","tt0820430","Balloons","1","19","1977","",""
"tt16835_01_20","tt0820430","High Jump","1","20","1977","",""
"tt16835_01_21","tt0820430","Magician","1","21","1977","",""
"tt16835_01_22","tt0820430","Artist","1","22","1977","",""
"tt16835_01_23","tt0820430","Home Movie","1","23","1977","",""
"tt16835_01_24","tt0820430","Nuts","1","24","1977","",""
"tt16835_01_25","tt0820430","TV","1","25","1977","",""
"tt99962_04_01","tt10720914","The Rule of Three","4","1","2024","8.2","4"
"tt99962_04_02","tt10720914","Jinxy Sings The Blues","4","2","2024","8.2","4"
"tt99962_04_03","tt10720914","Wedding Fever","4","3","2024","8.2","4"
"tt136275_03_01","tt15499118","Christmas Special","3","1","2023","",""
"tt136275_03_02","tt15499118","Ocean","3","2","2024","6.0","1"
"tt136275_03_03","tt15499118","Duel","3","3","2024","6.0","1"
"tt136275_03_04","tt15499118","Jackal","3","4","2024","8.0","1"
"tt136275_03_05","tt15499118","Fashion","3","5","2024","6.0","1"
"tt136275_03_06","tt15499118","Kidnap","3","6","2024","8.0","1"
"tt136275_03_07","tt15499118","Windows","3","7","2024","6.0","1"
"tt136275_04_01","tt15499118","Christmas Special","4","1","2024","5.0","1"
"tt136275_04_02","tt15499118","Beach Club","4","2","2025","7.0","1"
"tt136275_04_03","tt15499118","Inheritance","4","3","2025","1.0","1"
"tt136275_04_04","tt15499118","Bad Education","4","4","2025","1.0","1"
"tt136275_04_05","tt15499118","The Blueprint","4","5","2025","5.0","1"
"tt136275_04_06","tt15499118","Antique Antics","4","6","2025","6.0","1"
"tt136275_04_07","tt15499118","Where Eagles Dare","4","7","2025","7.0","1"
"tt41956_00_01","tt1888075","Christmas Special","0","1","2021","9.0","2"
"tt41956_00_02","tt1888075","Christmas Special 2022: The Death Ghost","0","2","2022","9.0","1"
"tt41956_00_04","tt1888075","Remember... Death in Paradise","0","4","2024","",""
"tt46923_00_01","tt2396135","Alison O’Donnell Remembers… Shetland","0","1","2024","",""
"tt46923_10_01","tt2396135","Episode 1","10","1","2025","",""
"tt44264_00_02","tt2701582","Endeavour: The Evolution","0","2","2021","",""
"tt44264_00_03","tt2701582","Morse and the Last Endeavour","0","3","2023","",""
"tt243360_02_01","tt27846061","Episode 1","2","1","","",""
"tt243360_02_02","tt27846061","Episode 2","2","2","","",""
"tt243360_02_03","tt27846061","Episode 3","2","3","","",""
"tt243360_02_04","tt27846061","Episode 4","2","4","","",""
"tt243360_02_05","tt27846061","Episode 5","2","5","","",""
"tt243360_02_06","tt27846061","Episode 6","2","6","","",""
"tt77493_05_01","tt7526498","Such a Mad Marriage Never Was Before","5","1","2025","",""
"tt77493_05_02","tt7526498","The Heavenly Harness'd Team","5","2","2025","",""
"tt77493_05_03","tt7526498","Destruction, Blood and Massacre","5","3","2025","",""
"tt77493_05_04","tt7526498","A Dark House","5","4","2025","",""
"tt77493_05_05","tt7526498","The Endeavour of This Present Breath","5","5","2025","",""
"tt77493_05_06","tt7526498","As I Have Seen a Swan","5","6","2025","",""
"tt77493_05_07","tt7526498","An Honest Fellow","5","7","2025","",""
"tt77493_05_08","tt7526498","Be Not Afraid of Greatness","5","8","2025","",""
"tt77493_05_09","tt7526498","Daggers of the Mind","5","9","2025","",""
"tt77493_05_10","tt7526498","Such Sweet Sorrow","5","10","2025","",""
